happy,year,age,sex,marital,degree,finrela,health,wtssall
pretty happy,2000,48,female,divorced,high school,below average,good,1.6478
pretty happy,2000,34,male,married,high school,average,good,1.0985
very happy,2000,61,female,married,lt high school,average,fair,1.0985
pretty happy,2000,47,male,never married,bachelor,average,good,0.5493
very happy,2000,44,female,married,bachelor,average,excellent,1.0985
pretty happy,2000,44,male,separated,junior college,average,excellent,1.0985
very happy,2000,32,male,married,graduate,average,excellent,1.0985
pretty happy,2000,45,male,married,graduate,above average,excellent,1.0985
pretty happy,2000,61,female,married,high school,below average,good,1.6478
very happy,2000,38,female,never married,graduate,far above average,good,0.5493
very happy,2000,68,female,never married,graduate,above average,NA,1.0985
very happy,2000,67,male,married,high school,far below average,excellent,1.0985
pretty happy,2000,63,female,married,lt high school,average,NA,1.6478
pretty happy,2000,36,female,married,high school,average,good,1.0985
pretty happy,2000,46,female,never married,high school,average,good,0.5493
very happy,2000,81,male,widowed,lt high school,average,good,0.5493
pretty happy,2000,75,female,widowed,high school,average,NA,0.5493
pretty happy,2000,85,female,widowed,high school,average,NA,0.5493
not too happy,2000,71,female,widowed,lt high school,below average,good,0.5493
very happy,2000,36,male,married,bachelor,below average,good,1.0985
pretty happy,2000,38,female,married,high school,average,good,1.0985
pretty happy,2000,68,female,widowed,high school,below average,good,0.5493
pretty happy,2000,46,male,married,lt high school,below average,good,1.0985
pretty happy,2000,76,female,married,lt high school,below average,NA,1.0985
very happy,2000,26,male,never married,bachelor,average,good,1.0985
not too happy,2000,76,female,widowed,high school,below average,good,0.5493
pretty happy,2000,47,female,widowed,high school,average,good,0.5493
very happy,2000,28,female,never married,high school,below average,good,0.5493
pretty happy,2000,45,male,divorced,high school,above average,good,0.5493
very happy,2000,38,male,divorced,high school,average,NA,0.5493
very happy,2000,67,male,married,lt high school,above average,fair,1.0985
very happy,2000,53,male,divorced,high school,average,excellent,0.5493
not too happy,2000,37,male,separated,lt high school,below average,fair,1.6478
pretty happy,2000,28,female,married,high school,average,good,1.0985
very happy,2000,30,female,married,high school,average,good,1.0985
very happy,2000,72,female,widowed,high school,average,excellent,0.5493
very happy,2000,22,female,never married,high school,average,good,1.0985
very happy,2000,75,male,married,high school,below average,good,1.0985
very happy,2000,18,female,never married,lt high school,average,good,1.6478
very happy,2000,75,male,married,bachelor,above average,NA,1.0985
pretty happy,2000,77,female,married,high school,average,fair,1.0985
not too happy,2000,40,female,never married,high school,below average,good,2.1971
very happy,2000,73,male,married,junior college,average,NA,1.0985
very happy,2000,42,female,married,bachelor,above average,excellent,1.0985
pretty happy,2000,62,female,married,junior college,above average,excellent,1.6478
very happy,2000,72,female,widowed,high school,above average,good,0.5493
very happy,2000,44,male,married,graduate,far above average,excellent,1.0985
pretty happy,2000,80,male,widowed,high school,above average,excellent,0.5493
very happy,2000,32,male,married,high school,average,excellent,1.0985
very happy,2000,23,male,never married,bachelor,above average,excellent,2.1971
not too happy,2000,37,female,separated,high school,average,fair,0.5493
pretty happy,2000,78,female,widowed,high school,below average,fair,0.5493
very happy,2000,31,female,married,bachelor,above average,NA,1.0985
very happy,2000,87,female,widowed,high school,average,good,0.5493
not too happy,2000,83,male,never married,high school,above average,poor,0.5493
very happy,2000,76,female,widowed,high school,average,fair,0.5493
pretty happy,2000,83,female,widowed,high school,average,fair,0.5493
not too happy,2000,83,female,widowed,bachelor,above average,NA,0.5493
very happy,2000,49,male,married,graduate,far above average,excellent,1.0985
very happy,2000,66,male,married,bachelor,above average,NA,1.0985
pretty happy,2000,72,female,widowed,bachelor,above average,excellent,0.5493
pretty happy,2000,46,female,separated,bachelor,above average,excellent,1.0985
very happy,2000,73,female,married,bachelor,below average,excellent,1.6478
pretty happy,2000,41,male,married,high school,average,fair,1.0985
very happy,2000,39,female,separated,high school,below average,excellent,0.5493
pretty happy,2000,59,female,married,high school,above average,good,1.0985
pretty happy,2000,83,female,widowed,high school,below average,excellent,0.5493
very happy,2000,51,female,married,junior college,above average,NA,2.1971
pretty happy,2000,46,male,divorced,lt high school,average,fair,0.5493
pretty happy,2000,25,female,never married,high school,below average,NA,0.5493
very happy,2000,88,female,widowed,high school,average,NA,0.5493
pretty happy,2000,26,female,never married,lt high school,average,fair,0.5493
pretty happy,2000,31,female,never married,high school,below average,excellent,0.5493
very happy,2000,65,female,divorced,graduate,far below average,poor,0.5493
not too happy,2000,37,male,married,high school,above average,excellent,1.0985
pretty happy,2000,52,male,never married,lt high school,average,good,0.5493
pretty happy,2000,60,male,married,lt high school,NA,good,3.2956
pretty happy,2000,61,female,divorced,high school,average,fair,0.5493
pretty happy,2000,59,male,married,graduate,far below average,excellent,1.0985
very happy,2000,28,male,married,high school,below average,good,1.0985
pretty happy,2000,31,female,never married,bachelor,below average,excellent,0.5493
pretty happy,2000,31,female,divorced,bachelor,far below average,fair,0.5493
pretty happy,2000,21,female,never married,high school,average,good,0.5493
pretty happy,2000,84,male,divorced,high school,below average,good,0.5493
pretty happy,2000,86,male,widowed,high school,below average,excellent,0.5493
very happy,2000,72,female,divorced,lt high school,below average,fair,0.5493
pretty happy,2000,79,female,married,high school,average,fair,0.5493
not too happy,2000,76,female,divorced,high school,average,excellent,0.5493
pretty happy,2000,89,male,divorced,high school,average,poor,0.5493
very happy,2000,76,female,widowed,high school,below average,NA,0.5493
very happy,2000,85,female,widowed,lt high school,below average,fair,0.5493
very happy,2000,31,female,never married,high school,far below average,good,1.0985
not too happy,2000,67,male,married,lt high school,far below average,good,1.0985
pretty happy,2000,70,female,divorced,lt high school,below average,good,1.0985
pretty happy,2000,31,female,married,high school,below average,NA,1.0985
very happy,2000,31,female,married,junior college,above average,excellent,1.0985
pretty happy,2000,45,female,divorced,bachelor,below average,excellent,0.5493
very happy,2000,53,male,married,high school,above average,NA,1.0985
very happy,2000,77,female,widowed,high school,far below average,good,0.5493
pretty happy,2000,45,male,married,graduate,average,excellent,1.0985
very happy,2000,39,female,married,bachelor,above average,good,1.0985
pretty happy,2000,55,female,married,junior college,below average,NA,1.0985
pretty happy,2000,52,male,married,graduate,far above average,excellent,1.0985
pretty happy,2000,60,female,married,bachelor,average,good,1.0985
very happy,2000,30,female,married,bachelor,above average,good,1.0985
very happy,2000,60,male,married,high school,average,excellent,1.0985
very happy,2000,48,male,married,junior college,average,good,1.0985
very happy,2000,50,male,married,high school,average,fair,1.0985
pretty happy,2000,20,female,never married,high school,average,NA,1.6478
pretty happy,2000,86,female,married,bachelor,average,good,0.5493
not too happy,2000,21,male,never married,high school,below average,fair,1.0985
NA,2000,69,female,divorced,lt high school,NA,fair,0.5493
pretty happy,2000,23,female,married,lt high school,average,good,0.5493
pretty happy,2000,80,female,widowed,lt high school,average,fair,1.0985
pretty happy,2000,37,female,divorced,high school,average,poor,0.5493
very happy,2000,58,female,divorced,NA,average,NA,0.5493
not too happy,2000,37,female,married,lt high school,below average,fair,1.0985
very happy,2000,59,female,divorced,high school,below average,good,0.5493
not too happy,2000,47,male,married,lt high school,average,poor,1.0985
pretty happy,2000,79,female,married,lt high school,below average,NA,1.0985
not too happy,2000,20,male,never married,high school,below average,good,1.0985
pretty happy,2000,71,female,divorced,high school,far below average,fair,0.5493
very happy,2000,34,female,separated,lt high school,average,fair,1.0985
very happy,2000,19,male,married,lt high school,above average,good,0.5493
pretty happy,2000,29,female,never married,lt high school,average,fair,0.5493
pretty happy,2000,44,female,divorced,junior college,average,poor,1.0985
not too happy,2000,26,male,never married,high school,below average,excellent,1.6478
very happy,2000,41,male,never married,junior college,average,good,1.0985
not too happy,2000,84,female,widowed,lt high school,average,poor,0.5493
pretty happy,2000,32,male,never married,lt high school,average,NA,1.0985
very happy,2000,55,male,married,high school,below average,fair,1.6478
pretty happy,2000,38,male,married,bachelor,average,good,1.0985
pretty happy,2000,49,male,divorced,junior college,average,NA,0.5493
pretty happy,2000,24,female,separated,high school,far below average,fair,0.5493
pretty happy,2000,24,female,separated,high school,average,fair,0.5493
pretty happy,2000,35,male,married,bachelor,below average,good,1.0985
very happy,2000,63,male,divorced,graduate,average,excellent,0.5493
pretty happy,2000,41,male,divorced,lt high school,above average,good,0.5493
pretty happy,2000,40,female,married,lt high school,below average,good,1.0985
pretty happy,2000,56,female,divorced,high school,below average,good,0.5493
very happy,2000,20,female,married,high school,NA,good,1.0985
pretty happy,2000,42,female,divorced,high school,average,excellent,0.5493
pretty happy,2000,27,male,never married,bachelor,below average,good,1.6478
very happy,2000,42,female,divorced,junior college,average,fair,1.0985
